Date,Region,Android,iOS,Other
2021-12,Europe,63.64,35.66,0.7000000000000028
2021-12,North America,44.09,55.58,0.3299999999999983
2021-12,Oceania,44.58,53.83,1.5900000000000034
2021-12,South America,87.5,12.22,0.27999999999999936
2021-12,Worldwide,70.01,29.24,0.7499999999999964
2022-01,Africa,82.79,15.53,1.6799999999999944
2022-01,Asia,81.44,17.73,0.8300000000000018
2022-01,Europe,63.85,35.33,0.8200000000000003
2022-01,North America,43.68,55.98,0.3400000000000034
2022-01,Oceania,42.92,55.06,2.019999999999996
2022-01,South America,88.08,11.66,0.26000000000000156
2022-01,Worldwide,69.74,29.49,0.7700000000000067
2022-02,Africa,84.37,14.21,1.4199999999999946
2022-02,Asia,81.23,17.9,0.8699999999999974
2022-02,Europe,64.66,34.52,0.8200000000000003
2022-02,North America,45.8,53.87,0.3300000000000054
2022-02,Oceania,42.94,54.88,2.1799999999999997
2022-02,South America,90.72,9.05,0.23000000000000043
2022-02,Worldwide,70.94,28.29,0.7700000000000031
2022-03,Africa,84.01,14.29,1.6999999999999957
2022-03,Asia,81.4,17.78,0.8199999999999932
2022-03,Europe,69.32,29.98,0.7000000000000064
2022-03,North America,45.53,54.15,0.3200000000000003
2022-03,Oceania,43.73,54.29,1.980000000000004
2022-03,South America,89.57,10.16,0.2700000000000067
2022-03,Worldwide,71.7,27.57,0.7299999999999969
2022-04,Africa,83.0,14.37,2.630000000000001
2022-04,Asia,81.24,18.0,0.7600000000000051
2022-04,Europe,71.81,27.6,0.5899999999999963
2022-04,North America,45.36,54.32,0.3200000000000003
2022-04,Oceania,44.91,53.38,1.7100000000000009
2022-04,South America,88.43,11.31,0.2599999999999927
2022-04,Worldwide,71.59,27.68,0.7299999999999969
2022-05,Africa,83.9,14.03,2.069999999999995
2022-05,Asia,81.36,17.91,0.7300000000000004
2022-05,Europe,67.79,31.43,0.779999999999994
2022-05,North America,45.6,54.1,0.29999999999999716
2022-05,Oceania,44.31,54.49,1.1999999999999957
2022-05,South America,88.13,11.62,0.25000000000000533
2022-05,Worldwide,71.45,27.83,0.7199999999999989
2022-06,Africa,86.05,12.19,1.7600000000000033
2022-06,Asia,81.97,17.41,0.620000000000001
2022-06,Europe,66.81,32.31,0.8799999999999955
2022-06,North America,46.21,53.48,0.3100000000000023
2022-06,Oceania,44.82,54.07,1.1099999999999994
2022-06,South America,87.86,11.88,0.2599999999999998
2022-06,Worldwide,72.12,27.22,0.6599999999999966
2022-07,Africa,83.92,13.87,2.209999999999999
2022-07,Asia,81.52,17.92,0.5600000000000023
2022-07,Europe,67.09,32.02,0.8899999999999935
2022-07,North America,47.24,52.41,0.3500000000000014
2022-07,Oceania,57.58,41.54,0.8800000000000026
2022-07,South America,87.63,12.09,0.2800000000000047
2022-07,Worldwide,71.85,27.5,0.6500000000000057
2022-08,Africa,84.4,13.42,2.1799999999999944
2022-08,Asia,82.27,17.18,0.5500000000000043
2022-08,Europe,67.22,31.87,0.9100000000000001
2022-08,North America,45.81,53.88,0.30999999999999517
2022-08,Oceania,48.22,50.84,0.9399999999999977
2022-08,South America,87.05,12.69,0.26000000000000334
2022-08,Worldwide,71.52,27.83,0.6500000000000057
2022-09,Africa,83.85,13.21,2.940000000000005
2022-09,Asia,82.99,16.49,0.5200000000000067
2022-09,Europe,64.67,34.57,0.759999999999998
2022-09,North America,46.83,52.83,0.3400000000000034
2022-09,Oceania,44.37,54.69,0.9400000000000048
2022-09,South America,86.0,13.72,0.27999999999999936
2022-09,Worldwide,71.55,27.8,0.6500000000000021
2022-10,Africa,84.06,13.31,2.6299999999999972
2022-10,Asia,83.38,16.06,0.5600000000000058
2022-10,Europe,61.1,38.42,0.4799999999999969
2022-10,North America,47.64,52.01,0.3500000000000014
2022-10,Oceania,42.01,57.12,0.8700000000000045
2022-10,South America,85.46,14.25,0.29000000000000625
2022-10,Worldwide,70.98,28.41,0.6099999999999959
2022-11,Africa,83.87,14.17,1.9599999999999955
2022-11,Asia,83.55,15.92,0.5300000000000029
2022-11,Europe,63.58,35.92,0.5
2022-11,North America,46.47,53.13,0.3999999999999986
2022-11,Oceania,43.59,55.47,0.9399999999999977
2022-11,South America,85.98,13.67,0.3499999999999961
2022-11,Worldwide,71.96,27.48,0.5600000000000058
2022-12,Africa,83.83,14.14,2.030000000000001
2022-12,Asia,82.95,16.39,0.6599999999999966
2022-12,Europe,64.48,34.98,0.5399999999999991
2022-12,North America,46.43,53.15,0.4200000000000017
2022-12,Oceania,44.51,54.52,0.9699999999999989
2022-12,South America,85.93,13.73,0.33999999999999275
2022-12,Worldwide,72.37,26.98,0.649999999999995
2023-01,Africa,83.59,14.18,2.229999999999997
2023-01,Asia,83.46,15.94,0.6000000000000068
2023-01,Europe,63.62,35.84,0.5399999999999991
2023-01,North America,44.84,54.76,0.3999999999999986
2023-01,Oceania,43.5,55.55,0.9500000000000028
2023-01,South America,85.33,14.33,0.34000000000000163
2023-01,Worldwide,71.77,27.6,0.6300000000000026
2023-02,Africa,87.11,11.19,1.700000000000001
2023-02,Asia,82.22,17.15,0.6300000000000026
2023-02,Europe,64.63,34.81,0.5600000000000023
2023-02,North America,45.38,54.26,0.35999999999999943
2023-02,Oceania,43.68,55.36,0.9600000000000009
2023-02,South America,85.49,14.17,0.3400000000000052
2023-02,Worldwide,72.27,27.1,0.6300000000000026
2023-03,Africa,81.94,14.98,3.080000000000002
2023-03,Asia,80.99,18.35,0.6600000000000037
2023-03,Europe,65.05,34.39,0.5600000000000023
2023-03,North America,45.23,54.34,0.4299999999999997
2023-03,Oceania,42.97,56.05,0.980000000000004
2023-03,South America,85.87,13.83,0.2999999999999954
2023-03,Worldwide,70.88,28.42,0.7000000000000028
2023-04,Africa,80.88,15.98,3.140000000000004
2023-04,Asia,78.76,20.49,0.7499999999999964
2023-04,Europe,62.89,36.52,0.5899999999999963
2023-04,North America,42.47,57.05,0.480000000000004
2023-04,Oceania,40.75,58.18,1.0700000000000003
2023-04,South America,83.27,16.31,0.42000000000000526
2023-04,Worldwide,68.61,30.61,0.7800000000000011
2023-05,Africa,83.52,14.16,2.320000000000004
2023-05,Asia,77.38,21.69,0.9300000000000033
2023-05,Europe,61.86,37.59,0.5499999999999972
2023-05,North America,40.77,58.81,0.4199999999999946
2023-05,Oceania,39.91,59.05,1.0400000000000063
2023-05,South America,82.92,16.66,0.41999999999999815
2023-05,Worldwide,67.72,31.44,0.8399999999999999
2023-06,Africa,86.61,11.54,1.8500000000000014
2023-06,Asia,78.63,20.54,0.8300000000000054
2023-06,Europe,65.25,34.22,0.5300000000000011
2023-06,North America,45.2,54.32,0.4799999999999969
2023-06,Oceania,44.06,55.02,0.9199999999999946
2023-06,South America,84.94,14.69,0.37000000000000277
2023-06,Worldwide,70.79,28.44,0.7699999999999925
2023-07,Africa,83.6,14.03,2.3700000000000063
2023-07,Asia,79.8,19.43,0.7700000000000031
2023-07,Europe,65.52,33.94,0.5400000000000063
2023-07,North America,45.31,54.29,0.3999999999999986
2023-07,Oceania,44.28,54.74,0.9799999999999969
2023-07,South America,85.12,14.46,0.4199999999999946
2023-07,Worldwide,70.87,28.39,0.7399999999999949
2023-08,Africa,83.37,14.02,2.609999999999996
2023-08,Asia,79.9,19.43,0.6699999999999946
2023-08,Europe,65.65,33.8,0.5499999999999972
2023-08,North America,45.25,54.32,0.4299999999999997
2023-08,Oceania,43.29,55.67,1.0399999999999991
2023-08,South America,85.3,14.32,0.38000000000000256
2023-08,Worldwide,70.76,28.53,0.7099999999999937
2023-09,Africa,83.68,14.34,1.9799999999999933
2023-09,Asia,78.51,20.81,0.6799999999999962
2023-09,Europe,63.96,35.52,0.519999999999996
2023-09,North America,45.64,53.92,0.4399999999999977
2023-09,Oceania,42.08,56.98,0.9400000000000048
2023-09,South America,84.22,15.47,0.3100000000000005
2023-09,Worldwide,69.74,29.58,0.6800000000000068
2023-10,Africa,84.12,13.84,2.0399999999999956
2023-10,Asia,78.62,20.68,0.6999999999999957
2023-10,Europe,64.23,35.28,0.4899999999999949
2023-10,North America,45.13,54.38,0.4899999999999949
2023-10,Oceania,41.52,57.63,0.8499999999999943
2023-10,South America,83.35,16.39,0.2600000000000051
2023-10,Worldwide,69.66,29.65,0.6900000000000048
2023-11,Africa,84.91,13.27,1.8200000000000038
2023-11,Asia,79.03,20.23,0.7399999999999984
2023-11,Europe,66.3,33.21,0.490000000000002
2023-11,North America,43.33,56.15,0.5200000000000031
2023-11,Oceania,41.67,57.44,0.8900000000000006
2023-11,South America,83.79,15.96,0.2499999999999929
2023-11,Worldwide,70.19,29.12,0.6900000000000013
2023-12,Africa,85.33,12.7,1.9700000000000024
2023-12,Asia,79.84,19.38,0.7799999999999976
2023-12,Europe,66.22,33.3,0.480000000000004
2023-12,North America,41.23,58.3,0.47000000000000597
2023-12,Oceania,42.89,56.13,0.9799999999999969
2023-12,South America,83.61,16.13,0.26000000000000156
2023-12,Worldwide,70.48,28.8,0.7199999999999953
2024-01,Africa,84.9,12.82,2.279999999999994
2024-01,Asia,78.61,20.6,0.7899999999999991
2024-01,Europe,66.09,33.42,0.4899999999999949
2024-01,North America,41.41,58.17,0.4200000000000017
2024-01,Oceania,41.71,57.31,0.9799999999999969
2024-01,South America,83.87,15.87,0.25999999999999623
2024-01,Worldwide,69.98,29.27,0.7499999999999964
2024-02,Africa,88.31,9.94,1.7499999999999982
2024-02,Asia,78.69,20.55,0.7600000000000016
2024-02,Europe,66.9,32.59,0.5099999999999909
2024-02,North America,42.06,57.54,0.3999999999999986
2024-02,Oceania,43.9,55.08,1.0200000000000031
2024-02,South America,84.26,15.5,0.23999999999999488
2024-02,Worldwide,71.43,27.84,0.7299999999999933
2024-03,Africa,85.16,12.5,2.3400000000000034
2024-03,Asia,78.41,20.8,0.7900000000000027
2024-03,Europe,67.39,32.09,0.519999999999996
2024-03,North America,42.87,56.77,0.35999999999999943
2024-03,Oceania,44.62,54.37,1.0100000000000051
2024-03,South America,85.02,14.73,0.25000000000000355
2024-03,Worldwide,70.78,28.46,0.759999999999998
2024-04,Africa,85.28,12.39,2.3299999999999983
2024-04,Asia,79.29,19.94,0.7699999999999925
2024-04,Europe,67.45,32.05,0.5
2024-04,North America,44.81,54.84,0.3499999999999943
2024-04,Oceania,45.12,53.9,0.980000000000004
2024-04,South America,83.56,16.13,0.3099999999999987
2024-04,Worldwide,71.31,27.95,0.7399999999999984
2024-05,Africa,85.57,11.99,2.4400000000000066
2024-05,Asia,79.48,19.69,0.8299999999999947
2024-05,Europe,67.87,31.63,0.49999999999999645
2024-05,North America,45.84,53.85,0.30999999999999517
2024-05,Oceania,47.18,51.92,0.8999999999999986
2024-05,South America,83.48,16.27,0.24999999999999645
2024-05,Worldwide,71.5,27.73,0.7699999999999996
2024-06,Africa,87.81,10.94,1.2499999999999982
2024-06,Asia,79.85,19.38,0.7700000000000067
2024-06,Europe,69.21,30.3,0.49000000000000554
2024-06,North America,45.51,54.16,0.3300000000000054
2024-06,Oceania,49.17,49.96,0.8699999999999974
2024-06,South America,84.0,15.75,0.25
2024-06,Worldwide,72.17,27.16,0.6699999999999982
2024-07,Africa,86.46,12.18,1.3600000000000065
2024-07,Asia,79.45,19.81,0.7399999999999984
2024-07,Europe,69.77,29.74,0.49000000000000554
2024-07,North America,45.26,54.46,0.28000000000000114
2024-07,Oceania,50.49,48.6,0.9099999999999966
2024-07,South America,84.68,15.07,0.2499999999999929
2024-07,Worldwide,71.62,27.75,0.6299999999999955
2024-08,Africa,86.25,12.45,1.3000000000000007
2024-08,Asia,80.14,19.21,0.6499999999999986
2024-08,Europe,68.03,31.5,0.46999999999999886
2024-08,North America,44.19,55.52,0.28999999999999915
2024-08,Oceania,47.86,51.19,0.9500000000000028
2024-08,South America,83.43,16.33,0.23999999999999488
2024-08,Worldwide,71.7,27.71,0.5899999999999963
2024-09,Africa,85.87,12.84,1.2899999999999956
2024-09,Asia,81.2,18.23,0.5699999999999967
2024-09,Europe,65.43,34.1,0.46999999999999176
2024-09,North America,43.91,55.82,0.2700000000000031
2024-09,Oceania,47.19,52.01,0.8000000000000043
2024-09,South America,83.33,16.45,0.22000000000000242
2024-09,Worldwide,71.84,27.61,0.5499999999999972
2024-10,Africa,84.24,14.4,1.3600000000000048
2024-10,Asia,81.8,17.66,0.5400000000000027
2024-10,Europe,63.05,36.5,0.45000000000000284
2024-10,North America,48.49,51.31,0.19999999999999574
2024-10,Oceania,46.36,52.92,0.7199999999999989
2024-10,South America,82.49,17.31,0.2000000000000064
2024-10,Worldwide,71.12,28.38,0.49999999999999645
2024-11,Africa,85.42,13.36,1.2199999999999989
2024-11,Asia,82.52,16.98,0.5000000000000036
2024-11,Europe,66.49,33.05,0.46000000000000796
2024-11,North America,44.89,54.91,0.20000000000000284
2024-11,Oceania,48.64,50.64,0.7199999999999989
2024-11,South America,88.25,11.6,0.15000000000000036
2024-11,Worldwide,71.85,27.69,0.4600000000000044
2024-12,Africa,85.78,13.06,1.1599999999999984
2024-12,Asia,81.77,17.75,0.480000000000004
2024-12,Europe,66.17,33.36,0.46999999999999886
2024-12,North America,49.68,50.08,0.240000000000002
2024-12,Oceania,48.42,50.81,0.769999999999996
2024-12,South America,88.28,11.56,0.15999999999999837
2024-12,Worldwide,73.49,26.04,0.47000000000000597
2025-01,Africa,85.29,13.58,1.1299999999999937
2025-01,Asia,80.1,19.4,0.5000000000000071
2025-01,Europe,65.61,33.92,0.46999999999999886
2025-01,North America,48.86,50.89,0.25
2025-01,Oceania,47.99,51.24,0.769999999999996
2025-01,South America,87.04,12.79,0.1699999999999946
2025-01,Worldwide,72.21,27.32,0.47000000000000597
2025-02,Africa,85.75,13.27,0.9800000000000004
2025-02,Asia,79.4,20.12,0.4799999999999933
2025-02,Europe,66.29,33.25,0.45999999999999375
2025-02,North America,47.12,52.63,0.25
2025-02,Oceania,49.1,50.14,0.759999999999998
2025-02,South America,85.72,14.0,0.28000000000000114
2025-02,Worldwide,71.75,27.78,0.46999999999999886
2025-03,Africa,84.75,14.08,1.17
2025-03,Asia,80.21,19.42,0.37000000000000455
2025-03,Europe,65.55,33.98,0.47000000000000597
2025-03,North America,47.77,51.99,0.23999999999999488
2025-03,Oceania,48.46,50.89,0.6499999999999986
2025-03,South America,86.03,13.8,0.16999999999999815
2025-03,Worldwide,71.95,27.63,0.41999999999999815
2025-04,Africa,84.68,13.91,1.409999999999993
2025-04,Asia,81.43,18.26,0.3099999999999916
2025-04,Europe,65.03,34.48,0.490000000000002
2025-04,North America,47.0,52.76,0.240000000000002
2025-04,Oceania,48.4,50.98,0.6200000000000045
2025-04,South America,85.25,14.59,0.16000000000000014
2025-04,Worldwide,72.23,27.39,0.37999999999999545
2025-05,Africa,86.62,12.12,1.2599999999999962
2025-05,Asia,81.16,18.53,0.3100000000000023
2025-05,Europe,64.01,35.51,0.4799999999999969
2025-05,North America,47.53,52.25,0.21999999999999886
2025-05,Oceania,45.98,53.47,0.5500000000000043
2025-05,South America,90.86,9.05,0.08999999999999986
2025-05,Worldwide,72.72,26.92,0.35999999999999943
2025-06,Africa,88.89,10.15,0.9599999999999991
2025-06,Asia,81.44,18.25,0.3100000000000023
2025-06,Europe,65.1,34.4,0.5000000000000071
2025-06,North America,49.09,50.69,0.21999999999999886
2025-06,Oceania,46.84,52.51,0.6499999999999986
2025-06,South America,93.9,6.03,0.06999999999999407
2025-06,Worldwide,74.18,25.47,0.3499999999999943
2025-07,Africa,84.58,13.93,1.490000000000002
2025-07,Asia,82.48,17.23,0.2899999999999956
2025-07,Europe,65.21,34.23,0.5600000000000094
2025-07,North America,45.03,54.71,0.259999999999998
2025-07,Oceania,47.6,51.73,0.6700000000000017
2025-07,South America,84.3,15.53,0.17000000000000348
2025-07,Worldwide,72.03,27.59,0.379999999999999
2025-08,Africa,84.34,14.04,1.6199999999999974
2025-08,Asia,83.96,15.73,0.3100000000000058
2025-08,Europe,65.32,34.13,0.5500000000000043
2025-08,North America,46.23,53.54,0.23000000000000398
2025-08,Oceania,57.69,41.83,0.480000000000004
2025-08,South America,84.0,15.82,0.17999999999999972
2025-08,Worldwide,73.93,25.68,0.38999999999999346
2025-09,Africa,84.14,14.28,1.58
2025-09,Asia,85.79,13.92,0.2899999999999938
2025-09,Europe,62.69,36.77,0.5399999999999991
2025-09,North America,44.09,55.66,0.25
2025-09,Oceania,46.81,52.4,0.7899999999999991
2025-09,South America,82.54,17.28,0.1799999999999926
2025-09,Worldwide,75.17,24.45,0.379999999999999
2025-10,Africa,83.58,15.17,1.2500000000000018
2025-10,Asia,83.33,16.3,0.370000000000001
2025-10,Europe,61.71,37.77,0.519999999999996
2025-10,North America,44.17,55.59,0.23999999999999488
2025-10,Oceania,43.97,55.16,0.8700000000000045
2025-10,South America,84.44,15.4,0.16000000000000192
2025-10,Worldwide,72.59,27.0,0.4099999999999966
2025-11,Africa,84.04,14.76,1.199999999999994
2025-11,Asia,82.91,16.7,0.3900000000000041
2025-11,Europe,61.81,37.63,0.5599999999999952
2025-11,North America,42.33,57.42,0.25
2025-11,Oceania,43.41,55.86,0.730000000000004
2025-11,South America,83.76,16.05,0.18999999999999417
2025-11,Worldwide,71.9,27.67,0.4299999999999926
2025-12,Africa,83.55,15.19,1.2600000000000033
2025-12,Asia,82.37,17.32,0.30999999999999517
2025-12,Europe,60.3,39.18,0.5200000000000031
2025-12,North America,41.32,58.41,0.2700000000000031
2025-12,Oceania,42.75,56.41,0.8400000000000034
2025-12,South America,84.63,15.2,0.17000000000000526
2025-12,Worldwide,71.71,27.91,0.3800000000000061
2026-01,Africa,83.29,15.54,1.1699999999999946
2026-01,Asia,80.91,18.75,0.3400000000000034
2026-01,Europe,60.47,39.0,0.5300000000000011
2026-01,North America,40.98,58.74,0.28000000000000114
2026-01,Oceania,42.28,56.93,0.7899999999999991
2026-01,South America,81.47,18.33,0.20000000000000284
2026-01,Worldwide,70.37,29.24,0.389999999999997
2026-02,Africa,84.94,14.74,0.32000000000000206
2026-02,Asia,78.63,21.14,0.23000000000000398
2026-02,Europe,61.23,38.3,0.47000000000000597
2026-02,North America,39.61,60.16,0.23000000000000398
2026-02,Oceania,40.54,58.9,0.5600000000000023
2026-02,South America,79.57,20.24,0.19000000000000838
2026-02,Worldwide,68.24,31.48,0.2800000000000047
2026-03,Africa,82.79,17.01,0.19999999999999218
2026-03,Asia,78.48,21.3,0.2199999999999953
2026-03,Europe,59.39,40.15,0.46000000000000085
2026-03,North America,37.94,61.85,0.21000000000000085
2026-03,Oceania,39.19,60.27,0.5399999999999991
2026-03,South America,80.97,18.89,0.14000000000000057
2026-03,Worldwide,67.46,32.27,0.2700000000000031
2026-04,Africa,82.65,17.24,0.10999999999999588
2026-04,Asia,77.84,22.04,0.11999999999999744
2026-04,Europe,59.17,40.7,0.12999999999999545
2026-04,North America,38.19,61.74,0.07000000000000028
2026-04,Oceania,38.8,61.04,0.1600000000000037
2026-04,South America,81.9,18.07,0.02999999999999403
2026-04,Worldwide,67.35,32.55,0.10000000000000853
2026-05,Africa,83.2,16.72,0.0799999999999983
2026-05,Asia,78.35,21.56,0.09000000000000696
2026-05,Europe,57.59,42.38,0.02999999999999403
2026-05,North America,39.57,60.4,0.030000000000001137
2026-05,Oceania,39.17,60.81,0.01999999999999602
2026-05,South America,82.36,17.63,0.010000000000001563
2026-05,Worldwide,67.99,31.95,0.060000000000005826
2026-06,Africa,83.98,15.97,0.04999999999999538
2026-06,Asia,78.57,21.35,0.0800000000000054
2026-06,Europe,61.26,38.71,0.030000000000001137
2026-06,North America,42.98,57.0,0.020000000000003126
2026-06,Oceania,42.85,57.13,0.01999999999999602
2026-06,South America,81.26,18.73,0.009999999999994458
2026-06,Worldwide,69.22,30.72,0.060000000000002274
